"STATION_NUMBER","year","month","monthly_mean"
"08NN019",2013,11,0.22
"08NN019",2013,12,0.196
"08NN019",2014,1,0.173
"08NN019",2014,2,0.132
"08NN019",2014,3,0.203
"08NN019",2014,4,1.703
"08NN019",2014,5,8.018
"08NN019",2014,6,3.49
"08NN019",2014,7,0.741
"08NN019",2014,8,0.196
"08NN019",2014,9,0.172
"08NN019",2014,10,0.308
"08NN019",2014,11,0.764
"08NN019",2014,12,0.369
"08NN019",2015,1,0.358
"08NN019",2015,2,0.955
"08NN019",2015,3,2.382
"08NN019",2015,4,3.267
"08NN019",2015,5,3.485
"08NN019",2015,6,1.494
"08NN019",2015,7,0.164
"08NN019",2015,8,0.047
"08NN019",2015,9,0.063
"08NN019",2015,10,0.074
"08NN019",2015,11,0.128
"08NN019",2015,12,0.114
"08NN019",2016,1,0.101
"08NN019",2016,2,0.106
"08NN019",2016,3,0.454
"08NN019",2016,4,6.532
"08NN019",2016,5,4.995
"08NN019",2016,6,1.747
"08NN019",2016,7,0.557
"08NN019",2016,8,0.172
"08NN019",2016,9,0.082
"08NN019",2016,10,0.622
"08NN019",2016,11,1.338
"08NN019",2016,12,0.321
"08NN019",2017,1,0.246
"08NN019",2017,2,0.165
"08NN019",2017,3,0.363
"08NN019",2017,4,4.542
"08NN019",2017,5,10.103
"08NN019",2017,6,4.46
"08NN019",2017,7,0.332
"08NN019",2017,8,0.059
"08NN019",2017,9,0.05
"08NN019",2017,10,0.095
"08NN019",2017,11,0.116
"08NN019",2017,12,0.111
"08NN019",2018,1,0.089
"08NN019",2018,2,0.083
"08NN019",2018,3,0.101
"08NN019",2018,4,1.334
"08NN019",2018,5,13.79
"08NN019",2018,6,2.287
"08NN019",2018,7,0.397
"08NN019",2018,8,0.058
"08NN019",2018,9,0.099
"08NN019",2018,10,0.166
"08NN019",2018,11,0.442
"08NN019",2018,12,0.152
"08NN019",2019,1,0.178
"08NN019",2019,2,0.141
"08NN019",2019,3,0.317
"08NN019",2019,4,3.178
"08NN019",2019,5,4.737
"08NN019",2019,6,1.025
"08NN019",2019,7,0.836
"08NN019",2019,8,0.212
"08NN019",2019,9,0.534
"08NN019",2019,10,0.78
"08NN019",2019,11,0.508
"08NN019",2019,12,0.375
"08NN019",2020,1,0.245
"08NN019",2020,2,0.218
"08NN019",2020,3,0.218
"08NN019",2020,4,2.952
"08NN019",2020,5,11.172
"08NN019",2020,6,4.619
"08NN019",2020,7,0.928
"08NN019",2020,8,0.122
"08NN019",2020,9,0.085
"08NN019",2020,10,0.17
"08NN019",2020,11,0.161
"08NN019",2020,12,0.118
"08NN019",2021,1,0.099
"08NN019",2021,2,0.084
"08NN019",2021,3,0.119
"08NN019",2021,4,2.734
"08NN019",2021,5,5.263
"08NN019",2021,6,1.404
"08NN019",2021,7,0.11
"08NN019",2021,8,0.03
"08NN019",2021,9,0.044
"08NN019",2021,10,0.116
"08NN019",2021,11,0.204
"08NN019",2021,12,0.196
"08NN019",2022,1,0.159
"08NN019",2022,2,0.145
"08NN019",2022,3,0.292
"08NN019",2022,4,1.392
"08NN019",2022,5,5.607
"08NN019",2022,6,4.141
"08NN019",2022,7,1.319
"08NN019",2022,8,0.132
"08NN019",2022,9,0.064
"08NN019",2022,10,0.059
"08NN019",2022,11,0.139
"08NN019",2022,12,0.083
"08NN019",2023,1,0.076
"08NN019",2023,2,0.048
"08NN019",2023,3,0.044
"08NN019",2023,4,0.484
"08NN019",2023,5,10.829
"08NN019",2023,6,1.326
"08NN019",2023,7,0.324
"08NN019",2023,8,0.082
"08NN019",2023,9,0.05
"08NN019",2023,10,0.057
"08NN019",2023,11,0.057
"08NN019",2023,12,0.054
"08NN019",2024,1,0.055
"08NN019",2024,2,0.374
"08NN019",2024,3,0.631
"08NN019",2024,4,2.738
"08NN019",2024,5,5.246
"08NN019",2024,6,2.788
"08NN019",2024,7,0.432
"08NN019",2024,8,0.091
"08NN019",2024,9,0.059
"08NN019",2024,10,0.122
"08NN019",2024,11,0.187
"08NN019",2024,12,0.143
"08NN026",1975,4,8.147
"08NN026",1975,5,87.055
"08NN026",1975,6,129.997
"08NN026",1975,7,26.991
"08NN026",1975,8,6.348
"08NN026",1975,9,5.423
"08NN026",1975,10,2.93
"08NN026",1976,3,3.45
"08NN026",1976,4,24.017
"08NN026",1976,5,144.894
"08NN026",1976,6,122.327
"08NN026",1976,7,49.829
"08NN026",1976,8,31.997
"08NN026",1976,9,21.94
"08NN026",1976,10,10.6
"08NN026",1977,3,2.71
"08NN026",1977,4,29.388
"08NN026",1977,5,89.471
"08NN026",1977,6,69.727
"08NN026",1977,7,11.391
"08NN026",1977,8,3.611
"08NN026",1977,9,3.709
"08NN026",1978,3,31.4
"08NN026",1978,4,42.283
"08NN026",1978,5,104.045
"08NN026",1978,6,111.863
"08NN026",1978,7,31.152
"08NN026",1978,8,7.968
"08NN026",1978,9,24.66
"08NN026",1978,10,21.55
"08NN026",1979,3,6.315
"08NN026",1979,4,15.506
"08NN026",1979,5,116.397
"08NN026",1979,6,57.757
"08NN026",1979,7,13.191
"08NN026",1979,8,3.121
"08NN026",1979,9,3.177
"08NN026",1980,4,48.635
"08NN026",1980,5,116.297
"08NN026",1980,6,51.733
"08NN026",1980,7,20.057
"08NN026",1980,8,6.516
"08NN026",1980,9,6.474
"08NN026",1981,4,25.987
"08NN026",1981,5,123.3
"08NN026",1981,6,105.177
"08NN026",1981,7,60.103
"08NN026",1981,8,19.705
"08NN026",1981,9,8.864
"08NN026",1982,3,9.93
"08NN026",1982,4,20.083
"08NN026",1982,5,115.597
"08NN026",1982,6,133.617
"08NN026",1982,7,76.477
"08NN026",1982,8,15.397
"08NN026",1982,9,9.427
"08NN026",1983,4,53.633
"08NN026",1983,5,140.023
"08NN026",1983,6,101.217
"08NN026",1983,7,37.106
"08NN026",1983,8,12.027
"08NN026",1983,9,11.189
"08NN026",1984,4,42.36
"08NN026",1984,5,85.581
"08NN026",1984,6,156.567
"08NN026",1984,7,47.09
"08NN026",1984,8,7.776
"08NN026",1984,9,6.217
"08NN026",1984,10,4.603
"08NN026",1985,3,2.42
"08NN026",1985,4,23.558
"08NN026",1985,5,120.59
"08NN026",1985,6,67.073
"08NN026",1985,7,6.678
"08NN026",1985,8,3.151
"08NN026",1985,9,8.955
"08NN026",1986,3,8.32
"08NN026",1986,4,44.65
"08NN026",1986,5,114.9
"08NN026",1986,6,87.237
"08NN026",1986,7,32.865
"08NN026",1986,8,6.566
"08NN026",1986,9,4.756
"08NN026",1987,4,38.299
"08NN026",1987,5,90.284
"08NN026",1987,6,23.902
"08NN026",1987,7,7.524
"08NN026",1987,8,4.117
"08NN026",1987,9,1.894
"08NN026",1988,3,2.35
"08NN026",1988,4,44.34
"08NN026",1988,5,99.303
"08NN026",1988,6,60.423
"08NN026",1988,7,17.437
"08NN026",1988,8,3.914
"08NN026",1988,9,2.669
"08NN026",1989,4,35.085
"08NN026",1989,5,101.877
"08NN026",1989,6,75.133
"08NN026",1989,7,13.199
"08NN026",1989,8,4.982
"08NN026",1989,9,4.972
"08NN026",1990,4,63.307
"08NN026",1990,5,112.026
"08NN026",1990,6,162.117
"08NN026",1990,7,42.129
"08NN026",1990,8,8.592
"08NN026",1990,9,4.64
"08NN026",1991,4,45.591
"08NN026",1991,5,128.132
"08NN026",1991,6,111.29
"08NN026",1991,7,38.271
"08NN026",1991,8,6.911
"08NN026",1991,9,2.892
"08NN026",1992,3,21.2
"08NN026",1992,4,46.887
"08NN026",1992,5,92.558
"08NN026",1992,6,34.503
"08NN026",1992,7,25.229
"08NN026",1992,8,7.562
"08NN026",1992,9,4.158
"08NN026",1993,4,38.321
"08NN026",1993,5,157.313
"08NN026",1993,6,55.16
"08NN026",1993,7,46.526
"08NN026",1993,8,15.502
"08NN026",1993,9,7.195
"08NN026",1994,3,10.1
"08NN026",1994,4,87.327
"08NN026",1994,5,115.01
"08NN026",1994,6,66.123
"08NN026",1994,7,14.963
"08NN026",1994,8,3.822
"08NN026",1994,9,3.545
"08NN026",1995,4,35.693
"08NN026",1995,5,122.871
"08NN026",1995,6,85.53
"08NN026",1995,7,14.371
"08NN026",1995,8,8.438
"08NN026",1995,9,3.471
"08NN026",1996,4,70.677
"08NN026",1996,5,111.961
"08NN026",1996,6,144.167
"08NN026",1996,7,39.213
"08NN026",1996,8,8.155
"08NN026",1996,9,8.33
"08NN026",1997,4,55.33
"08NN026",1997,5,183.635
"08NN026",1997,6,161.373
"08NN026",1997,7,68.865
"08NN026",1997,8,11.55
"08NN026",1997,9,11.189
"08NN026",1998,4,54.88
"08NN026",1998,5,143.097
"08NN026",1998,6,45.853
"08NN026",1998,7,16.141
"08NN026",1998,8,3.783
"08NN026",1998,9,1.766
"08NN026",1999,4,50.973
"08NN026",1999,5,117.494
"08NN026",1999,6,151.19
"08NN026",1999,7,59.826
"08NN026",1999,8,15.381
"08NN026",1999,9,7.554
"08NN026",2000,4,68.95
"08NN026",2000,5,124.71
"08NN026",2000,6,122.243
"08NN026",2000,7,30.513
"08NN026",2000,8,5.369
"08NN026",2000,9,5.001
"08NN026",2001,4,13.758
"08NN026",2001,5,91.952
"08NN026",2001,6,62.207
"08NN026",2001,7,15.403
"08NN026",2001,8,5.927
"08NN026",2001,9,2.377
"08NN026",2002,4,35.083
"08NN026",2002,5,109.006
"08NN026",2002,6,117.43
"08NN026",2002,7,17.978
"08NN026",2002,8,3.276
"08NN026",2002,9,1.987
"08NN026",2003,4,36.407
"08NN026",2003,5,97.977
"08NN026",2003,6,89.1
"08NN026",2003,7,10.482
"08NN026",2003,8,1.9
"08NN026",2003,9,1.475
"08NN026",2004,4,72.193
"08NN026",2004,5,130.158
"08NN026",2004,6,87.893
"08NN026",2004,7,19.544
"08NN026",2004,8,6.071
"08NN026",2004,9,14.123
"08NN026",2007,4,61.225
"08NN026",2007,5,102.416
"08NN026",2007,6,59.35
"08NN026",2007,7,15.57
"08NN026",2007,8,2.784
"08NN026",2007,9,1.709
"08NN026",2007,10,4.682
"08NN026",2007,11,3.657
"08NN026",2007,12,3.338
"08NN026",2008,1,2.434
"08NN026",2008,2,2.306
"08NN026",2008,3,2.584
"08NN026",2008,4,8.211
"08NN026",2008,5,135.529
"08NN026",2008,6,93.063
"08NN026",2008,7,16.212
"08NN026",2008,8,4.255
"08NN026",2008,9,2.744
"08NN026",2008,10,2.9
"08NN026",2008,11,5.329
"08NN026",2008,12,3.028
"08NN026",2009,1,2.582
"08NN026",2009,2,2.421
"08NN026",2009,3,2.59
"08NN026",2009,4,15.229
"08NN026",2009,5,93.845
"08NN026",2009,6,82.213
"08NN026",2009,7,13.18
"08NN026",2009,8,3.484
"08NN026",2009,9,1.694
"08NN026",2009,10,2.213
"08NN026",2009,11,2.517
"08NN026",2009,12,1.659
"08NN026",2010,1,1.668
"08NN026",2010,2,2.157
"08NN026",2010,3,4.159
"08NN026",2010,4,30.936
"08NN026",2010,5,91.058
"08NN026",2010,6,109.32
"08NN026",2010,7,22.703
"08NN026",2010,8,4.177
"08NN026",2010,9,4.059
"08NN026",2010,10,3.877
"08NN026",2010,11,6.031
"08NN026",2010,12,3.655
"08NN026",2011,1,2.972
"08NN026",2011,2,2.682
"08NN026",2011,3,4.462
"08NN026",2011,4,15.6
"08NN026",2011,5,146.703
"08NN026",2011,6,158.21
"08NN026",2011,7,47.265
"08NN026",2011,8,9.912
"08NN026",2011,9,2.416
"08NN026",2011,10,2.902
"08NN026",2011,11,1.608
"08NN026",2011,12,1.242
"08NN026",2012,1,1.327
"08NN026",2012,2,1.154
"08NN026",2012,3,1.528
"08NN026",2012,4,40.881
"08NN026",2012,5,126.845
"08NN026",2012,6,152.4
"08NN026",2012,7,64.81
"08NN026",2012,8,8.063
"08NN026",2012,9,2.773
"08NN026",2012,10,2.336
"08NN026",2012,11,9.061
"08NN026",2012,12,5.922
"08NN026",2013,1,4.056
"08NN026",2013,2,4.153
"08NN026",2013,3,9.286
"08NN026",2013,4,52.67
"08NN026",2013,5,150.929
"08NN026",2013,6,94.127
"08NN026",2013,7,23.646
"08NN026",2013,8,4.795
"08NN026",2013,9,4.112
"08NN026",2013,10,7.19
"08NN026",2013,11,4.671
"08NN026",2013,12,3.975
"08NN026",2014,1,3.187
"08NN026",2014,2,2.926
"08NN026",2014,3,4.672
"08NN026",2014,4,32.108
"08NN026",2014,5,138.155
"08NN026",2014,6,97.513
"08NN026",2014,7,20.698
"08NN026",2014,8,4.857
"08NN026",2014,9,4.214
"08NN026",2014,10,5.631
"08NN026",2014,11,13.691
"08NN026",2014,12,11.103
"08NN026",2015,1,8.409
"08NN026",2015,2,25.15
"08NN026",2015,3,42.468
"08NN026",2015,4,56.943
"08NN026",2015,5,89.584
"08NN026",2015,6,43.627
"08NN026",2015,7,5.991
"08NN026",2015,8,2.044
"08NN026",2015,9,1.839
"08NN026",2015,10,1.668
"08NN026",2015,11,3.446
"08NN026",2015,12,3.045
"08NN026",2016,1,3.022
"08NN026",2016,2,4.867
"08NN026",2016,3,19.323
"08NN026",2016,4,114.327
"08NN026",2016,5,114.787
"08NN026",2016,6,49.967
"08NN026",2016,7,19.781
"08NN026",2016,8,6.267
"08NN026",2016,9,3.314
"08NN026",2016,10,12.853
"08NN026",2016,11,27.167
"08NN026",2016,12,10.279
"08NN026",2017,1,6.502
"08NN026",2017,2,4.594
"08NN026",2017,3,11.228
"08NN026",2017,4,59.23
"08NN026",2017,5,173.9
"08NN026",2017,6,99.543
"08NN026",2017,7,13.482
"08NN026",2017,8,2.308
"08NN026",2017,9,1.161
"08NN026",2017,10,1.714
"08NN026",2017,11,2.179
"08NN026",2017,12,1.983
"08NN026",2018,1,2.273
"08NN026",2018,2,2.445
"08NN026",2018,3,5.137
"08NN026",2018,4,49.173
"08NN026",2018,5,241.323
"08NN026",2018,6,73.75
"08NN026",2018,7,14.21
"08NN026",2018,8,2.691
"08NN026",2018,9,2.436
"08NN026",2018,10,3.719
"08NN026",2018,11,10.013
"08NN026",2018,12,4.769
"08NN026",2019,1,3.481
"08NN026",2019,2,2.031
"08NN026",2019,3,6.113
"08NN026",2019,4,48.907
"08NN026",2019,5,93.339
"08NN026",2019,6,31.7
"08NN026",2019,7,19.455
"08NN026",2019,8,6.816
"08NN026",2019,9,9.013
"08NN026",2019,10,14.906
"08NN026",2019,11,11.05
"08NN026",2019,12,7.907
"08NN026",2020,1,5.971
"08NN026",2020,2,6.07
"08NN026",2020,3,6.667
"08NN026",2020,4,46.2
"08NN026",2020,5,185.194
"08NN026",2020,6,143.89
"08NN026",2020,7,30.43
"08NN026",2020,8,5.071
"08NN026",2020,9,2.009
"08NN026",2020,10,3.255
"08NN026",2020,11,4.927
"08NN026",2020,12,3.266
"08NN026",2021,1,3.358
"08NN026",2021,2,3.235
"08NN026",2021,3,5.811
"08NN026",2021,4,47.54
"08NN026",2021,5,120.239
"08NN026",2021,6,59.197
"08NN026",2021,7,6.547
"08NN026",2021,8,1.676
"08NN026",2021,9,1.431
"08NN026",2021,10,2.857
"08NN026",2021,11,8.937
"08NN026",2021,12,9.691
"08NN026",2022,1,5.416
"08NN026",2022,2,3.956
"08NN026",2022,3,9.683
"08NN026",2022,4,25.963
"08NN026",2022,5,97.732
"08NN026",2022,6,164.923
"08NN026",2022,7,39.974
"08NN026",2022,8,4.693
"08NN026",2022,9,1.84
"08NN026",2022,10,1.356
"08NN026",2022,11,1.45
"08NN026",2022,12,1.21
"08NN026",2023,1,1.681
"08NN026",2023,2,1.304
"08NN026",2023,3,1.706
"08NN026",2023,4,18.781
"08NN026",2023,5,203.903
"08NN026",2023,6,41.913
"08NN026",2023,7,10.926
"08NN026",2023,8,2.405
"08NN026",2023,9,1.371
"08NN026",2023,10,2.041
"08NN026",2023,11,2.143
"08NN026",2023,12,3.06
"08NN026",2024,1,2.541
"08NN026",2024,2,11.569
"08NN026",2024,3,16.822
"08NN026",2024,4,44.487
"08NN026",2024,5,89.594
"08NN026",2024,6,64.223
"08NN026",2024,7,17.471
"08NN026",2024,8,3.855
"08NN026",2024,9,2.449
"08NN026",2024,10,3.443
"08NN026",2024,11,4.833
"08NN026",2024,12,3.679
"08NN029",2024,3,8.685
"08NN029",2024,4,10.492
"08NN029",2024,5,10.592
"08NN029",2024,6,6.938
"08NN029",2024,7,1.777
"08NN029",2024,8,0.437
"08NN029",2024,9,0.299
"08NN029",2024,10,0.3
"08NN029",2024,11,0.496
"08NN029",2024,12,0.438
