"STATION_NUMBER","year","month","monthly_mean"
"08NN015",1995,10,1.097
"08NN015",1995,11,1.689
"08NN015",1995,12,1.861
"08NN015",1996,1,0.868
"08NN015",1996,2,0.439
"08NN015",1996,3,1
"08NN015",1996,4,5.701
"08NN015",1996,5,11.128
"08NN015",1996,6,17.7
"08NN015",1996,7,5.244
"08NN015",1996,8,1.034
"08NN015",1996,9,1.809
"08NN015",1996,10,1.528
"08NN015",1996,11,1.727
"08NN015",1996,12,0.965
"08NN015",1997,1,0.643
"08NN015",1997,2,0.646
"08NN015",1997,3,0.815
"08NN015",1997,4,4.785
"08NN015",1997,5,22.04
"08NN015",1997,6,21.963
"08NN015",1997,7,10.773
"08NN015",1997,8,1.38
"08NN015",1997,9,1.951
"08NN015",1997,10,2.789
"08NN015",1997,11,1.459
"08NN015",1997,12,0.849
"08NN015",1998,1,0.45
"08NN015",1998,2,0.432
"08NN015",1998,3,0.783
"08NN015",1998,4,4.348
"08NN015",1998,5,16.026
"08NN015",1998,6,6.34
"08NN015",1998,7,1.463
"08NN015",1998,8,0.253
"08NN015",1998,9,0.108
"08NN015",1998,10,0.376
"08NN015",1998,11,0.454
"08NN015",1998,12,0.427
"08NN015",1999,1,0.347
"08NN015",1999,2,0.244
"08NN015",1999,3,0.844
"08NN015",1999,4,4.033
"08NN015",1999,5,13.213
"08NN015",1999,6,20.987
"08NN015",1999,7,8.452
"08NN015",1999,8,1.688
"08NN015",1999,9,0.905
"08NN015",1999,10,0.93
"08NN015",1999,11,2.785
"08NN015",1999,12,1.55
"08NN015",2000,1,0.651
"08NN015",2000,2,0.524
"08NN015",2000,3,0.427
"08NN015",2000,4,5.554
"08NN015",2000,5,12.71
"08NN015",2000,6,16.507
"08NN015",2000,7,3.957
"08NN015",2000,8,0.575
"08NN015",2000,9,0.939
"08NN015",2000,10,0.778
"08NN015",2000,11,0.5
"08NN015",2000,12,0.34
"08NN015",2001,1,0.215
"08NN015",2001,2,0.176
"08NN015",2001,3,0.198
"08NN015",2001,4,1.628
"08NN015",2001,5,11.719
"08NN015",2001,6,10.791
"08NN015",2001,7,2.37
"08NN015",2001,8,1.04
"08NN015",2001,9,0.328
"08NN015",2001,10,0.425
"08NN015",2001,11,1.487
"08NN015",2001,12,0.788
"08NN015",2002,1,0.844
"08NN015",2002,2,0.429
"08NN015",2002,3,0.345
"08NN015",2002,4,2.683
"08NN015",2002,5,14.655
"08NN015",2002,6,17.883
"08NN015",2002,7,2.46
"08NN015",2002,8,0.327
"08NN015",2002,9,0.278
"08NN015",2002,10,0.297
"08NN015",2002,11,0.215
"08NN015",2002,12,0.369
"08NN015",2003,1,0.25
"08NN015",2003,2,0.2
"08NN015",2003,3,0.236
"08NN015",2003,4,3.32
"08NN015",2003,5,10.617
"08NN015",2003,6,12.252
"08NN015",2003,7,1.009
"08NN015",2003,8,0.141
"08NN015",2003,9,0.175
"08NN015",2003,10,0.838
"08NN015",2003,11,0.56
"08NN015",2003,12,0.334
"08NN015",2004,1,0.243
"08NN015",2004,2,0.204
"08NN015",2004,3,0.29
"08NN015",2004,4,5.752
"08NN015",2004,5,16.211
"08NN015",2004,6,12.257
"08NN015",2004,7,2.167
"08NN015",2004,8,0.695
"08NN015",2004,9,3.038
"08NN015",2004,10,1.515
"08NN015",2004,11,1.288
"08NN015",2004,12,2.113
"08NN015",2005,1,2.484
"08NN015",2005,2,1.974
"08NN015",2005,3,1.685
"08NN015",2005,4,5.475
"08NN015",2005,5,15.632
"08NN015",2005,6,9.79
"08NN015",2005,7,2.091
"08NN015",2005,8,0.313
"08NN015",2005,9,0.255
"08NN015",2005,10,1.153
"08NN015",2005,11,0.557
"08NN015",2005,12,0.389
"08NN015",2006,1,0.288
"08NN015",2006,2,0.295
"08NN015",2006,3,0.317
"08NN015",2006,4,4.003
"08NN015",2006,5,20.021
"08NN015",2006,6,15.386
"08NN015",2006,7,1.341
"08NN015",2006,8,0.189
"08NN015",2006,9,0.187
"08NN015",2006,10,0.226
"08NN015",2006,11,0.501
"08NN015",2006,12,0.318
"08NN015",2007,1,0.236
"08NN015",2007,2,0.247
"08NN015",2007,3,1.486
"08NN015",2007,4,4.283
"08NN015",2007,5,12.525
"08NN015",2007,6,10.95
"08NN015",2007,7,2.563
"08NN015",2007,8,0.277
"08NN015",2007,9,0.217
"08NN015",2007,10,0.885
"08NN015",2007,11,0.597
"08NN015",2007,12,0.402
"08NN015",2008,1,0.33
"08NN015",2008,2,0.324
"08NN015",2008,3,0.314
"08NN015",2008,4,0.67
"08NN015",2008,5,17.365
"08NN015",2008,6,13.216
"08NN015",2008,7,2.226
"08NN015",2008,8,0.54
"08NN015",2008,9,0.299
"08NN015",2008,10,0.492
"08NN015",2008,11,0.905
"08NN015",2008,12,0.374
"08NN015",2009,1,0.301
"08NN015",2009,2,0.155
"08NN015",2009,3,0.148
"08NN015",2009,4,0.236
"08NN015",2009,5,10.002
"08NN015",2009,6,10.718
"08NN015",2009,7,1.494
"08NN015",2009,8,0.364
"08NN015",2009,9,0.188
"08NN015",2009,10,0.385
"08NN015",2009,11,0.428
"08NN015",2009,12,0.273
"08NN015",2010,1,0.221
"08NN015",2010,2,0.216
"08NN015",2010,3,0.265
"08NN015",2010,4,2.959
"08NN015",2010,5,11.303
"08NN015",2010,6,14.364
"08NN015",2010,7,2.683
"08NN015",2010,8,0.358
"08NN015",2010,9,0.84
"08NN015",2010,10,0.719
"08NN015",2010,11,1.023
"08NN015",2010,12,0.521
"08NN015",2011,1,0.31
"08NN015",2011,2,0.217
"08NN015",2011,3,0.195
"08NN015",2011,4,0.551
"08NN015",2011,5,14.16
"08NN015",2011,6,22.487
"08NN015",2011,7,6.851
"08NN015",2011,8,0.905
"08NN015",2011,9,0.212
"08NN015",2011,10,0.42
"08NN015",2011,11,0.28
"08NN015",2011,12,0.209
"08NN015",2012,1,0.157
"08NN015",2012,2,0.144
"08NN015",2012,3,0.159
"08NN015",2012,4,4.204
"08NN015",2012,5,14.041
"08NN015",2012,6,23.07
"08NN015",2012,7,8.286
"08NN015",2012,8,0.673
"08NN015",2012,9,0.152
"08NN015",2012,10,0.226
"08NN015",2012,11,1.122
"08NN015",2012,12,0.777
"08NN015",2013,1,0.379
"08NN015",2013,2,0.242
"08NN015",2013,3,0.577
"08NN015",2013,4,4.445
"08NN015",2013,5,21.193
"08NN015",2013,6,15.688
"08NN015",2013,7,2.632
"08NN015",2013,8,0.427
"08NN015",2013,9,0.586
"08NN015",2013,10,1.048
"08NN015",2013,11,0.699
"08NN015",2013,12,0.414
"08NN015",2014,1,0.4
"08NN015",2014,2,0.206
"08NN015",2014,3,0.247
"08NN015",2014,4,1.927
"08NN015",2014,5,18.164
"08NN015",2014,6,14.829
"08NN015",2014,7,2.624
"08NN015",2014,8,0.541
"08NN015",2014,9,0.569
"08NN015",2014,10,1.211
"08NN015",2014,11,1.719
"08NN015",2014,12,1.065
"08NN015",2015,1,0.893
"08NN015",2015,2,1.802
"08NN015",2015,3,2.983
"08NN015",2015,4,4.689
"08NN015",2015,5,11.014
"08NN015",2015,6,5.671
"08NN015",2015,7,0.56
"08NN015",2015,8,0.157
"08NN015",2015,9,0.207
"08NN015",2015,10,0.241
"08NN015",2015,11,0.37
"08NN015",2015,12,0.292
"08NN015",2016,1,0.214
"08NN015",2016,2,0.339
"08NN015",2016,3,0.792
"08NN015",2016,4,12.551
"08NN015",2016,5,17.306
"08NN015",2016,6,9.367
"08NN015",2016,7,3.775
"08NN015",2016,8,0.683
"08NN015",2016,9,0.469
"08NN015",2016,10,2.156
"08NN015",2016,11,3.087
"08NN015",2016,12,0.806
"08NN015",2017,1,0.415
"08NN015",2017,2,0.408
"08NN015",2017,3,0.82
"08NN015",2017,4,3.364
"08NN015",2017,5,22.806
"08NN015",2017,6,13.572
"08NN015",2017,7,1.052
"08NN015",2017,8,0.154
"08NN015",2017,9,0.109
"08NN015",2017,10,0.242
"08NN015",2017,11,0.395
"08NN015",2017,12,0.386
"08NN015",2018,1,0.249
"08NN015",2018,2,0.217
"08NN015",2018,3,0.305
"08NN015",2018,4,2.38
"08NN015",2018,5,26.637
"08NN015",2018,6,10.393
"08NN015",2018,7,1.72
"08NN015",2018,8,0.224
"08NN015",2018,9,0.347
"08NN015",2018,10,0.574
"08NN015",2018,11,1.428
"08NN015",2018,12,0.627
"08NN015",2019,1,0.442
"08NN015",2019,2,0.509
"08NN015",2019,3,0.476
"08NN015",2019,4,3.634
"08NN015",2019,5,12.145
"08NN015",2019,6,4.403
"08NN015",2019,7,2.685
"08NN015",2019,8,0.629
"08NN015",2019,9,1.721
"08NN015",2019,10,2.179
"08NN015",2019,11,1.277
"08NN015",2019,12,0.806
"08NN015",2020,1,0.528
"08NN015",2020,2,0.487
"08NN015",2020,3,0.537
"08NN015",2020,4,3.144
"08NN015",2020,5,22.035
"08NN015",2020,6,19.496
"08NN015",2020,7,4.926
"08NN015",2020,8,0.477
"08NN015",2020,9,0.222
"08NN015",2020,10,0.56
"08NN015",2020,11,1.009
"08NN015",2020,12,0.4
"08NN015",2021,1,0.28
"08NN015",2021,2,0.233
"08NN015",2021,3,0.265
"08NN015",2021,4,3.795
"08NN015",2021,5,13.806
"08NN015",2021,6,8.708
"08NN015",2021,7,0.667
"08NN015",2021,8,0.135
"08NN015",2021,9,0.167
"08NN015",2021,10,0.381
"08NN015",2021,11,0.778
"08NN015",2021,12,0.782
"08NN015",2022,1,0.419
"08NN015",2022,2,0.274
"08NN015",2022,3,0.396
"08NN015",2022,4,1.278
"08NN015",2022,5,9.456
"08NN015",2022,6,20.8
"08NN015",2022,7,5.117
"08NN015",2022,8,0.339
"08NN015",2022,9,0.122
"08NN015",2022,10,0.138
"08NN015",2022,11,0.243
"08NN015",2022,12,0.161
"08NN015",2023,1,0.154
"08NN015",2023,2,0.113
"08NN015",2023,3,0.104
"08NN015",2023,4,0.768
"08NN015",2023,5,26.69
"08NN015",2023,6,6.01
"08NN015",2023,7,1.607
"08NN015",2023,8,0.223
"08NN015",2023,9,0.172
"08NN015",2023,10,0.227
"08NN015",2023,11,0.189
"08NN015",2023,12,0.225
"08NN015",2024,1,0.213
"08NN015",2024,2,1.043
"08NN015",2024,3,0.767
"08NN015",2024,4,2.892
"08NN015",2024,5,10.698
"08NN015",2024,6,9.599
"08NN015",2024,7,1.917
"08NN015",2024,8,0.471
"08NN015",2024,9,0.342
"08NN015",2024,10,0.642
"08NN015",2024,11,0.697
"08NN015",2024,12,0.5
"08NN019",1965,6,2.4
"08NN019",1965,8,1.014
"08NN019",1965,9,0.493
"08NN019",1965,10,0.294
"08NN019",1965,11,0.168
"08NN019",1965,12,0.118
"08NN019",1966,1,0.113
"08NN019",1966,2,0.131
"08NN019",1966,3,0.158
"08NN019",1966,4,1.136
"08NN019",1966,5,4.078
"08NN019",1966,6,2.414
"08NN019",1966,7,0.926
"08NN019",1966,8,0.313
"08NN019",1966,9,0.197
"08NN019",1966,10,0.193
"08NN019",1966,11,0.323
"08NN019",1966,12,0.363
"08NN019",1967,1,0.252
"08NN019",1967,2,0.183
"08NN019",1967,3,0.185
"08NN019",1967,4,0.702
"08NN019",1967,5,5.669
"08NN019",1967,6,5.616
"08NN019",1967,7,0.644
"08NN019",1967,8,0.112
"08NN019",1967,9,0.05
"08NN019",1967,10,0.174
"08NN019",1967,11,0.266
"08NN019",1967,12,0.187
"08NN019",1968,1,0.15
"08NN019",1968,2,0.187
"08NN019",1968,3,0.56
"08NN019",1968,4,1.08
"08NN019",1968,5,6.605
"08NN019",1968,6,5.389
"08NN019",1968,7,0.859
"08NN019",1968,8,0.559
"08NN019",1968,9,0.583
"08NN019",1968,10,0.533
"08NN019",1968,11,0.552
"08NN019",1968,12,0.319
"08NN019",1969,1,0.116
"08NN019",1969,2,0.138
"08NN019",1969,3,0.286
"08NN019",1969,4,3.577
"08NN019",1969,5,9.37
"08NN019",1969,6,2.961
"08NN019",1969,7,0.829
"08NN019",1969,8,0.186
"08NN019",1969,9,0.235
"08NN019",1969,10,0.473
"08NN019",1969,11,0.441
"08NN019",1969,12,0.121
"08NN019",1970,1,0.112
"08NN019",1970,2,0.119
"08NN019",1970,3,0.16
"08NN019",1970,4,0.476
"08NN019",1970,5,5.08
"08NN019",1970,6,2.666
"08NN019",1970,7,0.312
"08NN019",1970,8,0.087
"08NN019",1970,9,0.094
"08NN019",1970,10,0.156
"08NN019",1970,11,0.195
"08NN019",1970,12,0.109
"08NN019",1971,1,0.122
"08NN019",1971,2,0.154
"08NN019",1971,3,0.362
"08NN019",1971,4,2.053
"08NN019",1971,5,9.085
"08NN019",1971,6,5.985
"08NN019",1971,7,1.933
"08NN019",1971,8,0.251
"08NN019",1971,9,0.207
"08NN019",1971,10,0.15
"08NN019",1971,11,0.144
"08NN019",1971,12,0.092
"08NN019",1972,1,0.092
"08NN019",1972,2,0.11
"08NN019",1972,3,0.245
"08NN019",1972,4,1.683
"08NN019",1972,5,11.082
"08NN019",1972,6,7.413
"08NN019",1972,7,1.878
"08NN019",1972,8,0.381
"08NN019",1972,9,0.273
"08NN019",1972,10,0.254
"08NN019",1972,11,0.237
"08NN019",1972,12,0.188
"08NN019",1973,1,0.124
"08NN019",1973,2,0.133
"08NN019",1973,3,0.183
"08NN019",1973,4,0.716
"08NN019",1973,5,5.53
"08NN019",1973,6,1.869
"08NN019",1973,7,0.345
"08NN019",1973,8,0.073
"08NN019",1973,9,0.114
"08NN019",1973,10,0.379
"08NN019",1973,11,0.398
"08NN019",1973,12,0.342
"08NN019",1974,1,0.247
"08NN019",1974,2,0.237
"08NN019",1974,3,0.363
"08NN019",1974,4,3.769
"08NN019",1974,5,8.16
"08NN019",1974,6,9.14
"08NN019",1974,7,1.367
"08NN019",1974,8,0.423
"08NN019",1974,9,0.172
"08NN019",1974,10,0.128
"08NN019",1974,11,0.154
"08NN019",1974,12,0.167
"08NN019",1975,1,0.149
"08NN019",1975,2,0.135
"08NN019",1975,3,0.158
"08NN019",1975,4,1.151
"08NN019",1975,5,7.687
"08NN019",1975,6,6.043
"08NN019",1975,7,1.06
"08NN019",1975,8,0.331
"08NN019",1975,9,0.247
"08NN019",1975,10,0.179
"08NN019",1975,11,0.194
"08NN019",1975,12,0.207
"08NN019",1976,1,0.22
"08NN019",1976,2,0.224
"08NN019",1976,3,0.175
"08NN019",1976,4,2.036
"08NN019",1976,5,10.13
"08NN019",1976,6,6.445
"08NN019",1976,7,1.825
"08NN019",1976,8,2.694
"08NN019",1976,9,1.264
"08NN019",1976,10,0.597
"08NN019",1976,11,0.423
"08NN019",1976,12,0.315
"08NN019",1977,1,0.251
"08NN019",1977,2,0.164
"08NN019",1977,3,0.204
"08NN019",1977,4,2.62
"08NN019",1977,5,5.084
"08NN019",1977,6,2.705
"08NN019",1977,7,0.387
"08NN019",1977,8,0.134
"08NN019",1977,9,0.155
"08NN019",1977,10,0.149
"08NN019",1977,11,0.158
"08NN019",1977,12,0.149
"08NN019",1978,1,0.111
"08NN019",1978,2,0.123
"08NN019",1978,3,0.412
"08NN019",1978,4,3.326
"08NN019",1978,5,6.477
"08NN019",1978,6,4.207
"08NN019",1978,7,1.076
"08NN019",1978,8,0.414
"08NN019",1978,9,1.883
"08NN019",1978,10,0.775
"08NN019",1978,11,0.45
"08NN019",1978,12,0.35
"08NN019",1979,1,0.18
"08NN019",1979,2,0.218
"08NN019",1979,3,0.274
"08NN019",1979,4,1.707
"08NN019",1979,5,8.283
"08NN019",1979,6,2.253
"08NN019",1979,7,0.531
"08NN019",1979,8,0.143
"08NN019",1979,9,0.176
"08NN019",1979,10,0.179
"08NN019",1979,11,0.116
"08NN019",1979,12,0.103
"08NN019",1980,1,0.109
"08NN019",1980,2,0.133
"08NN019",1980,3,0.23
"08NN019",1980,4,4.667
"08NN019",1980,5,7.019
"08NN019",1980,6,2.86
"08NN019",1980,7,1.067
"08NN019",1980,8,0.304
"08NN019",1980,9,0.333
"08NN019",1980,10,0.216
"08NN019",1980,11,0.319
"08NN019",1980,12,0.262
"08NN019",1981,1,0.392
"08NN019",1981,2,0.379
"08NN019",1981,3,0.771
"08NN019",1981,4,2.315
"08NN019",1981,5,8.634
"08NN019",1981,6,5.383
"08NN019",1981,7,2.855
"08NN019",1981,8,0.896
"08NN019",1981,9,0.465
"08NN019",1981,10,1.09
"08NN019",1981,11,1.013
"08NN019",1981,12,1.029
"08NN019",1982,1,0.269
"08NN019",1982,2,0.287
"08NN019",1982,3,0.395
"08NN019",1982,4,1.691
"08NN019",1982,5,7.827
"08NN019",1982,6,4.616
"08NN019",1982,7,3.41
"08NN019",1982,8,0.7
"08NN019",1982,9,0.685
"08NN019",1982,10,0.673
"08NN019",1982,11,0.398
"08NN019",1982,12,0.397
"08NN019",1983,1,0.306
"08NN019",1983,2,0.401
"08NN019",1983,3,1.499
"08NN019",1983,4,4.767
"08NN019",1983,5,9.377
"08NN019",1983,6,4.13
"08NN019",1983,7,1.884
"08NN019",1983,8,0.58
"08NN019",1983,9,0.451
"08NN019",1983,10,0.314
"08NN019",1983,11,0.735
"08NN019",1983,12,0.212
"08NN019",1984,1,0.27
"08NN019",1984,2,0.279
"08NN019",1984,3,0.947
"08NN019",1984,4,3.315
"08NN019",1984,5,5.598
"08NN019",1984,6,7.878
"08NN019",1984,7,1.45
"08NN019",1984,8,0.323
"08NN019",1984,9,0.3
"08NN019",1984,10,0.272
"08NN019",1984,11,0.221
"08NN019",1984,12,0.174
"08NN019",1985,1,0.146
"08NN019",1985,2,0.139
"08NN019",1985,3,0.178
"08NN019",1985,4,2.194
"08NN019",1985,5,6.865
"08NN019",1985,6,2.096
"08NN019",1985,7,0.205
"08NN019",1985,8,0.109
"08NN019",1985,9,0.433
"08NN019",1985,10,0.558
"08NN019",1985,11,0.583
"08NN019",1985,12,0.281
"08NN019",1986,1,0.266
"08NN019",1986,2,0.253
"08NN019",1986,3,0.77
"08NN019",1986,4,3.241
"08NN019",1986,5,7.511
"08NN019",1986,6,3.607
"08NN019",1986,7,1.304
"08NN019",1986,8,0.238
"08NN019",1986,9,0.292
"08NN019",1986,10,0.523
"08NN019",1986,11,0.281
"08NN019",1986,12,0.207
"08NN019",1987,1,0.187
"08NN019",1987,2,0.18
"08NN019",1987,3,0.919
"08NN019",1987,4,2.974
"08NN019",1987,5,4.211
"08NN019",1987,6,0.772
"08NN019",1987,7,0.292
"08NN019",1987,8,0.094
"08NN019",1987,9,0.039
"08NN019",1987,10,0.053
"08NN019",1987,11,0.083
"08NN019",1987,12,0.082
"08NN019",1988,1,0.042
"08NN019",1988,2,0.043
"08NN019",1988,3,0.113
"08NN019",1988,4,2.37
"08NN019",1988,5,4.275
"08NN019",1988,6,1.776
"08NN019",1988,7,0.66
"08NN019",1988,8,0.123
"08NN019",1988,9,0.13
"08NN019",1988,10,0.362
"08NN019",1988,11,0.379
"08NN019",1988,12,0.193
"08NN019",1989,1,0.175
"08NN019",1989,2,0.114
"08NN019",1989,3,0.182
"08NN019",1989,4,2.727
"08NN019",1989,5,5.471
"08NN019",1989,6,2.371
"08NN019",1989,7,0.508
"08NN019",1989,8,0.257
"08NN019",1989,9,0.237
"08NN019",1989,10,0.158
"08NN019",1989,11,0.338
"08NN019",1989,12,0.287
"08NN019",1990,1,0.178
"08NN019",1990,2,0.152
"08NN019",1990,3,0.314
"08NN019",1990,4,4.015
"08NN019",1990,5,5.166
"08NN019",1990,6,7.892
"08NN019",1990,7,1.376
"08NN019",1990,8,0.323
"08NN019",1990,9,0.214
"08NN019",1990,10,0.244
"08NN019",1990,11,0.379
"08NN019",1990,12,0.228
"08NN019",1991,1,0.221
"08NN019",1991,2,0.352
"08NN019",1991,3,0.439
"08NN019",1991,4,4.446
"08NN019",1991,5,8.17
"08NN019",1991,6,3.83
"08NN019",1991,7,1.211
"08NN019",1991,8,0.329
"08NN019",1991,9,0.161
"08NN019",1991,10,0.109
"08NN019",1991,11,0.162
"08NN019",1991,12,0.154
"08NN019",1992,1,0.144
"08NN019",1992,2,0.217
"08NN019",1992,3,1.299
"08NN019",1992,4,3.185
"08NN019",1992,5,3.393
"08NN019",1992,6,1.093
"08NN019",1992,7,0.778
"08NN019",1992,8,0.244
"08NN019",1992,9,0.173
"08NN019",1992,10,0.187
"08NN019",1992,11,0.229
"08NN019",1992,12,0.161
"08NN019",1993,1,0.136
"08NN019",1993,2,0.139
"08NN019",1993,3,0.455
"08NN019",1993,4,3.589
"08NN019",1993,5,7.88
"08NN019",1993,6,2.71
"08NN019",1993,7,1.502
"08NN019",1993,8,0.671
"08NN019",1993,9,0.284
"08NN019",1993,10,0.327
"08NN019",1993,11,0.278
"08NN019",1993,12,0.263
"08NN019",1994,1,0.239
"08NN019",1994,2,0.22
"08NN019",1994,3,0.867
"08NN019",1994,4,5.838
"08NN019",1994,5,4.62
"08NN019",1994,6,2.197
"08NN019",1994,7,0.401
"08NN019",1994,8,0.125
"08NN019",1994,9,0.13
"08NN019",1994,10,0.138
"08NN019",1994,11,0.132
"08NN019",1994,12,0.145
"08NN019",1995,1,0.145
"08NN019",1995,2,0.223
"08NN019",1995,3,1.195
"08NN019",1995,4,3.338
"08NN019",1995,5,7.585
"08NN019",1995,6,3.313
"08NN019",1995,7,0.45
"08NN019",1995,8,0.248
"08NN019",1995,9,0.101
"08NN019",1995,10,0.382
"08NN019",1995,11,1.02
"08NN019",1995,12,0.762
"08NN019",1996,1,0.457
"08NN019",1996,2,0.406
"08NN019",1996,3,0.949
"08NN019",1996,4,5.077
"08NN019",1996,5,6.8
"08NN019",1996,6,6.104
"08NN019",1996,7,1.222
"08NN019",1996,8,0.246
"08NN019",1996,9,0.41
"08NN019",1996,10,0.662
"08NN019",1996,11,0.415
"08NN019",1996,12,0.422
"08NN019",1997,1,0.352
"08NN019",1997,2,0.297
"08NN019",1997,3,0.604
"08NN019",1997,4,4.679
"08NN019",1997,5,10.412
"08NN019",1997,6,6.715
"08NN019",1997,7,2.832
"08NN019",1997,8,0.634
"08NN019",1997,9,0.701
"08NN019",1997,10,1.099
"08NN019",1997,11,0.794
"08NN019",1997,12,0.506
"08NN019",1998,1,0.318
"08NN019",1998,2,0.357
"08NN019",1998,3,1.168
"08NN019",1998,4,4.664
"08NN019",1998,5,6.854
"08NN019",1998,6,2.367
"08NN019",1998,7,0.719
"08NN019",1998,8,0.174
"08NN019",1998,9,0.094
"08NN019",1998,10,0.165
"08NN019",1998,11,0.248
"08NN019",1998,12,0.227
"08NN019",1999,1,0.219
"08NN019",1999,2,0.186
"08NN019",1999,3,0.975
"08NN019",1999,4,4.981
"08NN019",1999,5,7.87
"08NN019",1999,6,6.266
"08NN019",1999,7,2.332
"08NN019",1999,8,0.499
"08NN019",1999,9,0.255
"08NN019",1999,10,0.231
"08NN019",1999,11,0.334
"08NN019",1999,12,0.41
"08NN019",2000,1,0.269
"08NN019",2000,2,0.243
"08NN019",2000,3,0.243
"08NN019",2000,4,4.763
"08NN019",2000,5,6.217
"08NN019",2000,6,4.61
"08NN019",2000,7,0.891
"08NN019",2000,8,0.139
"08NN019",2000,9,0.209
"08NN019",2000,10,0.173
"08NN019",2000,11,0.133
"08NN019",2000,12,0.119
"08NN019",2001,1,0.104
"08NN019",2001,2,0.093
"08NN019",2001,3,0.132
"08NN019",2001,4,1.166
"08NN019",2001,5,4.968
"08NN019",2001,6,2.891
"08NN019",2001,7,0.752
"08NN019",2001,8,0.271
"08NN019",2001,9,0.102
"08NN019",2001,10,0.164
"08NN019",2001,11,0.671
"08NN019",2001,12,0.622
"08NN019",2002,1,0.466
"08NN019",2002,2,0.33
"08NN019",2002,3,0.26
"08NN019",2002,4,2.828
"08NN019",2002,5,6.83
"08NN019",2002,6,4.293
"08NN019",2002,7,0.556
"08NN019",2002,8,0.106
"08NN019",2002,9,0.094
"08NN019",2002,10,0.098
"08NN019",2002,11,0.075
"08NN019",2002,12,0.109
"08NN019",2003,1,0.1
"08NN019",2003,2,0.099
"08NN019",2003,3,0.219
"08NN019",2003,4,2.445
"08NN019",2003,5,5.655
"08NN019",2003,6,2.647
"08NN019",2003,7,0.232
"08NN019",2003,8,0.042
"08NN019",2003,9,0.049
"08NN019",2003,10,0.279
"08NN019",2003,11,0.175
"08NN019",2003,12,0.13
"08NN019",2004,1,0.124
"08NN019",2004,2,0.105
"08NN019",2004,3,0.244
"08NN019",2004,4,4.402
"08NN019",2004,5,5.474
"08NN019",2004,6,3.088
"08NN019",2004,7,0.551
"08NN019",2004,8,0.224
"08NN019",2004,9,0.696
"08NN019",2004,10,0.459
"08NN019",2004,11,0.44
"08NN019",2004,12,0.604
"08NN019",2005,1,0.75
"08NN019",2005,2,0.746
"08NN019",2005,3,1.4
"08NN019",2005,4,4.735
"08NN019",2005,5,5.687
"08NN019",2005,6,2.295
"08NN019",2005,7,0.649
"08NN019",2005,8,0.098
"08NN019",2005,9,0.078
"08NN019",2005,10,0.189
"08NN019",2005,11,0.145
"08NN019",2005,12,0.128
"08NN019",2006,1,0.142
"08NN019",2006,2,0.145
"08NN019",2006,3,0.141
"08NN019",2006,4,3.388
"08NN019",2006,5,8.494
"08NN019",2006,6,4.449
"08NN019",2006,7,0.467
"08NN019",2006,8,0.063
"08NN019",2006,9,0.076
"08NN019",2006,10,0.093
"08NN019",2006,11,0.281
"08NN019",2006,12,0.07
"08NN019",2007,1,0.082
"08NN019",2007,2,0.1
"08NN019",2007,3,0.532
"08NN019",2007,4,2.817
"08NN019",2007,5,5.06
"08NN019",2007,6,2.516
"08NN019",2007,7,0.806
"08NN019",2007,8,0.093
"08NN019",2007,9,0.075
"08NN019",2007,10,0.284
"08NN019",2007,11,0.234
"08NN019",2007,12,0.209
"08NN019",2008,1,0.159
"08NN019",2008,2,0.131
"08NN019",2008,3,0.122
"08NN019",2008,4,0.577
"08NN019",2008,5,6.974
"08NN019",2008,6,3.329
"08NN019",2008,7,0.377
"08NN019",2008,8,0.128
"08NN019",2008,9,0.075
"08NN019",2008,10,0.115
"08NN019",2008,11,0.231
"08NN019",2008,12,0.119
"08NN019",2009,1,0.102
"08NN019",2009,2,0.101
"08NN019",2009,3,0.107
"08NN019",2009,4,0.908
"08NN019",2009,5,5.434
"08NN019",2009,6,2.242
"08NN019",2009,7,0.312
"08NN019",2009,8,0.08
"08NN019",2009,9,0.047
"08NN019",2009,10,0.117
"08NN019",2009,11,0.127
"08NN019",2009,12,0.059
"08NN019",2010,1,0.09
"08NN019",2010,2,0.08
"08NN019",2010,3,0.168
"08NN019",2010,4,1.757
"08NN019",2010,5,4.894
"08NN019",2010,6,4.5
"08NN019",2010,7,0.632
"08NN019",2010,8,0.094
"08NN019",2010,9,0.15
"08NN019",2010,10,0.127
"08NN019",2010,11,0.317
"08NN019",2010,12,0.141
"08NN019",2011,1,0.145
"08NN019",2011,2,0.171
"08NN019",2011,3,0.177
"08NN019",2011,4,0.496
"08NN019",2011,5,8.625
"08NN019",2011,6,7.573
"08NN019",2011,7,1.515
"08NN019",2011,8,0.228
"08NN019",2011,9,0.064
"08NN019",2011,10,0.147
"08NN019",2011,11,0.103
"08NN019",2011,12,0.088
"08NN019",2012,1,0.095
"08NN019",2012,2,0.103
"08NN019",2012,3,0.103
"08NN019",2012,4,2.237
"08NN019",2012,5,5.999
"08NN019",2012,6,5.427
"08NN019",2012,7,1.944
"08NN019",2012,8,0.247
"08NN019",2012,9,0.075
"08NN019",2012,10,0.124
"08NN019",2012,11,0.394
"08NN019",2012,12,0.257
"08NN019",2013,1,0.162
"08NN019",2013,2,0.123
"08NN019",2013,3,0.223
"08NN019",2013,4,3.568
"08NN019",2013,5,7.18
"08NN019",2013,6,3.842
"08NN019",2013,7,0.826
"08NN019",2013,8,0.158
"08NN019",2013,9,0.166
"08NN019",2013,10,0.224
